#{"t_start": 1767865492.5766735, "env_id": "None"}
r,l,t
-520.068128,124,3126.537134
-496.371137,124,3132.892531
-468.525444,124,3139.247805
-536.090733,123,3145.553027
-413.852148,122,3151.808274
-481.143771,122,3158.063469
-470.953447,122,3164.318783
-524.24925,124,3170.674074
-382.105617,120,3176.829262
-488.475209,123,3183.134547
-411.600658,122,3189.389919
-523.165561,122,3195.645151
-433.396649,123,3201.950456
-541.176387,122,3208.20583
-517.435984,123,3214.510962
-466.248042,123,3220.816259
-480.983693,123,3227.121523
-433.146711,122,3233.376784
-461.446015,123,3239.682071
-538.566223,122,3245.937217
-484.793562,124,3252.292654
-532.841593,123,3258.61458
-401.697217,122,3264.869787
-532.246686,123,3271.175119
-446.014263,124,3277.530427
-419.583968,122,3283.785984
-461.179478,121,3289.991318
-498.30017,122,3296.246097
-498.093925,123,3302.551733
-449.769539,122,3308.790027
-381.851663,119,3314.895451
-530.9337,122,3321.150389
-423.139985,122,3327.405568
-460.566371,123,3333.710936
-526.794847,121,3339.899429
-509.69637,122,3346.154682
-476.28519,123,3352.459989
-446.217989,123,3358.765217
-450.533294,122,3365.020486
-383.185638,122,3371.259013
-472.115112,122,3377.514302
-466.471265,122,3383.769506
-484.949518,121,3389.974736
-488.834338,121,3396.179956
-408.379671,122,3402.435213
-401.435872,122,3408.690434
-453.562195,121,3414.895656
-534.419216,122,3421.150898
-443.075423,121,3427.356108
-379.091317,122,3433.611364
-370.722766,122,3439.866597
-443.181053,122,3446.121797
-353.525881,118,3452.176874
-513.432883,121,3458.382085
-407.11954,121,3464.587323
-402.309639,121,3470.792635
-459.546946,122,3477.047807
-499.088759,121,3483.252959
-384.506835,121,3489.458152
-499.791433,121,3495.663389
-416.854557,122,3501.918597
-458.661176,121,3508.124354
-440.445108,121,3514.329114
-447.380105,121,3520.534266
-366.526768,121,3526.739506
-463.16021,121,3532.944621
-384.058625,121,3539.14992
-421.949229,121,3545.338347
-477.758036,121,3551.543541
-488.722236,120,3557.698713
-382.473866,121,3563.903914
-379.285503,121,3570.10916
-493.010786,121,3576.314256
-367.653423,120,3582.469475
-431.046331,122,3588.725462
-427.167538,122,3594.979979
-476.493257,122,3601.235311
-397.039064,121,3607.440444
-424.524207,121,3613.645649
-407.361575,121,3619.850849
-412.512205,122,3626.106093
-464.370302,121,3632.31129
-413.67248,120,3638.466427
-444.071298,121,3644.655707
-423.382705,121,3650.860688
-411.316177,121,3657.065377
-343.600427,118,3663.120515
-327.737516,117,3669.12548
-375.559784,122,3675.380743
-365.563533,121,3681.58597
-494.07185,122,3687.841346
-407.682985,122,3694.096443
-365.434521,118,3700.151582
-194.433065,88,3704.705411
-324.431202,118,3710.760628
-332.730948,117,3716.76545
-481.473523,121,3722.970643
-376.883506,119,3729.075785
-482.656437,121,3735.281124
-431.931004,122,3741.537147
-475.335946,121,3747.741473
-447.617493,120,3753.896595
-446.633396,121,3760.101733
-451.307252,120,3766.25691
-497.735448,122,3772.512722
-337.678689,119,3778.617304
-393.134964,121,3784.822663
-397.077876,121,3791.028012
-463.814501,121,3797.23293
-420.976531,121,3803.438517
-418.833373,122,3809.693357
-444.835532,119,3815.798817
-473.414321,120,3821.95365
-353.367076,118,3828.008996
-423.648214,122,3834.264064
-406.187859,122,3840.519222
-442.139787,121,3846.724412
-364.763043,121,3852.929914
-410.56094,121,3859.134806
-376.738863,121,3865.340387
-366.865331,117,3871.345038
-350.880102,119,3877.450191
-343.069915,120,3883.605368
-496.24437,122,3889.860586
-379.016271,118,3895.91564
-417.648773,120,3902.070835
-456.852923,122,3908.326049
-412.106079,120,3914.48122
-340.418428,118,3920.536319
-438.92121,122,3926.791586
-471.158765,122,3933.046794
-382.009848,121,3939.251998
-437.808671,121,3945.457176
-391.614234,122,3951.712439
-354.516635,121,3957.917696
-416.122441,121,3964.122942
-384.53018,121,3970.328159
-455.285708,121,3976.53323
-386.982617,119,3982.638373
-447.7872,122,3988.893914
-334.740302,117,3994.898712
-343.696197,117,4000.903904
-573.314838,119,4007.008941
-392.331063,116,4012.964261
-330.850012,117,4018.968921
-372.743734,118,4025.02399
-458.861458,122,4031.27922
-412.959587,122,4037.53467
-387.213895,120,4043.689635
-368.706701,122,4049.944907
-397.696977,121,4056.15006
-395.276423,122,4062.405292
-362.380572,122,4068.660595
-410.936717,121,4074.865707
-431.783206,122,4081.120952
-395.349505,122,4087.376201
-434.366662,122,4093.631429
-352.419667,122,4099.886684
-436.649593,121,4106.091972
-441.413751,121,4112.297124
-418.091911,122,4118.552368
-363.341815,121,4124.757529
-364.606868,122,4131.012784
-383.570248,121,4137.218005
-417.513114,121,4143.423197
-384.445099,121,4149.628417
-383.8769,121,4155.833603
-402.967334,122,4162.088907
-434.061806,122,4168.344388
-381.651781,121,4174.549258
-394.140134,121,4180.754472
-426.376042,121,4186.95971
-482.704578,121,4193.16514
-360.137517,121,4199.370631
-435.826513,121,4205.575301
-397.155479,122,4211.830551
-352.82421,119,4217.935681
-405.366084,122,4224.190882
-443.21512,120,4230.346072
-396.823459,122,4236.601312
-484.373075,122,4242.856623
-433.435915,121,4249.061753
-428.262506,120,4255.21691
-413.118712,121,4261.422133
-335.993871,119,4267.527319
-326.692708,118,4273.582398
-216.2505,89,4278.186177
-386.97074,119,4284.274625
