#{"t_start": 1767878381.348148, "env_id": "None"}
r,l,t
-155.549547,88,3136.297482
-179.167639,88,3140.851289
-216.549168,116,3146.806164
-283.704033,117,3152.811327
-216.622452,116,3158.766193
-241.63771,117,3164.771252
-170.355764,88,3169.325047
-217.796351,116,3175.28021
-161.374437,88,3179.833844
-234.335203,118,3185.872293
-220.70619,119,3191.977342
-163.958118,88,3196.531116
-217.255215,118,3202.586202
-182.191926,89,3207.190067
-225.384066,120,3213.345214
-211.066429,116,3219.300249
-165.043,88,3223.854046
-228.137956,117,3229.859078
-208.255546,100,3235.013362
-177.625113,88,3239.567204
-241.623214,116,3245.52242
-235.779841,120,3251.677408
-174.436341,89,3256.281259
-215.500177,120,3262.437315
-204.313597,116,3268.391362
-222.421328,117,3274.396448
-207.154812,116,3280.335206
-226.331605,117,3286.339788
-175.312081,88,3290.893648
-160.848693,88,3295.447441
-223.327319,120,3301.602646
-222.609545,120,3307.757735
-156.345493,88,3312.311928
-161.233938,89,3316.915432
-224.404795,120,3323.070575
-165.45285,88,3327.624408
-237.582055,120,3333.779586
-234.180089,120,3339.93473
-247.489581,122,3346.190049
-241.91738,121,3352.395236
-240.583404,121,3358.600412
-278.434451,121,3364.805818
-243.826933,121,3371.010776
-228.958717,117,3377.015838
-166.423853,88,3381.569651
-149.725753,89,3386.173559
-161.660916,88,3390.727324
-236.839341,120,3396.882501
-214.712442,118,3402.937632
-174.048425,88,3407.4914
-158.359547,88,3412.045277
-222.736887,101,3417.250087
-162.322607,103,3422.554037
-146.185827,88,3427.107858
-210.876124,121,3433.313036
-209.454952,120,3439.468688
-242.426648,120,3445.623341
-215.490839,116,3451.578355
-168.348875,97,3456.582597
-213.663926,101,3461.786892
-169.928811,105,3467.191455
-218.576683,101,3472.395806
-249.930237,116,3478.351162
-244.684837,117,3484.355942
-268.767251,117,3490.360894
-262.018105,116,3496.315923
-177.139848,88,3500.869698
-145.539605,88,3505.423564
-213.743582,120,3511.578664
-161.388203,88,3516.13253
-234.178171,120,3522.28764
-228.18246,121,3528.49318
-213.769467,121,3534.698047
-245.361681,121,3540.903285
-252.024776,121,3547.108487
-213.377501,121,3553.313739
-254.585728,121,3559.519346
-233.86763,121,3565.724075
-237.857831,117,3571.729133
-183.881275,98,3576.783316
-150.89162,89,3581.387294
-169.843537,88,3585.941014
-175.683801,96,3590.89518
-211.368739,116,3596.850228
-143.804292,88,3601.404047
-166.165174,88,3605.957829
-176.796724,89,3610.561863
-164.281927,89,3615.165512
-159.5225,88,3619.71942
-244.042763,120,3625.874585
-163.239493,88,3630.428327
-234.824372,121,3636.633507
-150.350881,89,3641.237632
-233.606001,122,3647.49269
-201.493671,117,3653.497934
-153.916884,88,3658.051497
-150.33194,88,3662.605352
-219.620899,116,3668.560281
-230.901515,117,3674.56566
-157.376238,88,3679.119136
-143.068515,88,3683.673805
-209.86318,102,3688.927714
-195.351063,88,3693.481232
-145.89964,88,3698.035016
-178.503148,88,3702.588879
-163.3507,89,3707.193121
-144.129056,88,3711.746558
-304.937658,117,3717.751612
-299.466187,116,3723.706722
-188.485554,88,3728.26078
-172.185863,88,3732.814232
-210.278152,120,3738.969365
-185.453074,89,3743.573314
-155.917311,89,3748.177515
-160.918985,88,3752.730901
-170.431753,89,3757.334981
-161.242548,88,3761.888568
-226.469129,119,3767.993743
-224.983123,121,3774.199129
-159.596312,89,3778.78687
-247.281448,121,3784.991419
-166.341821,89,3789.595252
-223.4599,122,3795.833697
-170.670216,89,3800.421101
-162.371334,89,3805.02531
-221.804215,117,3811.029825
-189.060696,89,3815.633679
-148.591063,88,3820.187786
-185.657244,89,3824.791345
-147.589972,88,3829.345177
-172.577994,91,3834.049146
-159.685953,89,3838.652992
-154.051161,89,3843.2572
-181.701844,89,3847.860706
-160.630913,88,3852.414505
-199.027846,88,3856.968338
-152.011999,88,3861.52217
-167.124493,96,3866.476292
-222.318578,121,3872.681475
-199.153322,104,3878.035983
-140.352205,88,3882.589886
-158.336742,88,3887.143629
-200.869932,120,3893.299263
-216.798622,121,3899.503994
-177.053126,89,3904.108052
-154.009899,88,3908.66164
-223.478516,120,3914.816869
-153.872106,90,3919.470961
-158.979896,92,3924.2248
-174.95885,89,3928.828815
-180.978652,88,3933.382601
-185.571696,88,3937.936366
-181.515208,88,3942.490137
-180.767777,89,3947.094002
-180.089445,88,3951.647829
-176.805618,88,3956.201645
-150.989217,88,3960.755502
-150.548147,89,3965.359882
-142.601696,88,3969.913154
-165.580646,88,3974.466928
-187.081114,104,3979.821444
-145.585905,88,3984.375272
-155.662055,100,3989.530136
-211.948051,122,3995.78494
-236.597507,122,4002.040006
-191.032524,91,4006.743933
-149.050151,89,4011.347813
-175.043981,111,4017.052648
-155.741249,88,4021.606375
-182.628202,89,4026.210228
-219.954063,102,4031.464667
-144.217075,88,4036.01848
-168.504283,88,4040.572351
-179.544612,89,4045.177136
-183.940601,89,4049.780323
-160.103824,88,4054.333855
-167.44557,89,4058.937703
-194.881377,89,4063.541537
-194.36677,89,4068.145417
-206.350043,93,4072.949465
-142.53998,88,4077.503261
-150.829728,89,4082.10717
-183.563619,105,4087.511689
-147.820069,89,4092.115539
-158.00283,88,4096.669342
-150.036812,89,4101.273223
-186.727137,88,4105.827027
-152.159774,88,4110.381675
-174.316678,88,4114.934668
-213.3887,117,4120.939693
-152.077142,88,4125.493496
-176.598188,97,4130.498261
-187.530067,88,4135.051533
-148.073776,89,4139.655394
-234.641156,121,4145.84392
-162.386983,89,4150.447801
-165.032626,88,4155.001621
-191.509534,105,4160.389459
-171.364996,92,4165.143421
-175.301346,89,4169.730602
-180.883867,89,4174.334476
-183.647732,105,4179.738984
-179.703197,89,4184.342856
-223.718767,121,4190.548565
-180.843523,89,4195.151988
-224.176399,102,4200.406443
-144.276642,89,4205.01021
