#{"t_start": 1768359795.215907, "env_id": "None"}
r,l,t
-371.728918,189,1451.677793
-252.366066,137,1455.1399
-258.505347,142,1458.873126
-274.557562,156,1462.997244
-349.135849,158,1467.134138
-278.684319,162,1471.388199
-328.322189,164,1475.692651
-255.460126,144,1479.490473
-244.281657,112,1482.457931
-401.676169,187,1487.350477
-255.014742,146,1491.192806
-238.765491,124,1494.470648
-218.187404,116,1497.554411
-246.1553,132,1502.357099
-189.117047,91,1504.696756
-243.138747,134,1508.108102
-295.457479,152,1511.972827
-336.385377,162,1516.074637
-254.181264,136,1519.52972
-197.060415,113,1522.395187
-220.547154,146,1526.118739
-214.479975,114,1528.987576
-161.078026,129,1532.262244
-207.578462,135,1535.677853
-325.081344,161,1539.70468
-228.486129,121,1542.74359
-302.148531,139,1546.258648
-205.280202,119,1549.250173
-208.150198,112,1553.499987
-281.465749,145,1557.178731
-217.468462,108,1559.925994
-218.531317,110,1562.719822
-301.599603,154,1566.592081
-271.744322,155,1570.501697
-275.455184,142,1574.07161
-218.61865,114,1576.966204
-394.055785,158,1580.937507
-340.550882,172,1585.254142
-226.415877,115,1588.179558
-262.714036,141,1591.733755
-223.171143,123,1594.859453
-210.437854,110,1597.655617
-233.550458,124,1600.800319
-224.857268,128,1604.041322
-187.039508,110,1608.23217
-178.121574,104,1610.888077
-199.88035,116,1613.8505
-401.934992,162,1617.946954
-310.720173,157,1621.904674
-254.560137,124,1625.057032
-296.78953,146,1628.734133
-210.262082,114,1631.646359
-277.213679,142,1635.385845
-214.284951,123,1638.619912
-318.511547,139,1642.105548
-241.475102,124,1645.236592
-221.825432,125,1648.404277
-334.207026,146,1652.097271
-351.522981,173,1656.453104
-204.356955,108,1660.520527
-360.549313,166,1664.695117
-204.219898,118,1667.708893
-174.753655,96,1670.170336
-252.091231,143,1673.801397
-174.991193,100,1676.365885
-219.468998,119,1679.408234
-333.063458,156,1683.358325
-359.506365,166,1687.560705
-275.606152,144,1691.228234
-228.788696,114,1694.13034
-212.09447,99,1696.679783
-340.320556,151,1700.488649
-217.272211,108,1703.249204
-241.660865,130,1706.6097
-300.113461,124,1709.903209
-280.600018,146,1715.086783
-177.447625,102,1717.815151
-238.086531,106,1720.64709
-189.189642,110,1723.575778
-178.825257,108,1726.465559
-176.188665,100,1729.127715
-195.815264,108,1732.005038
-192.278951,121,1735.239512
-168.248281,104,1738.015163
-201.086295,106,1740.842717
-254.234389,137,1744.457874
-274.131777,114,1747.517395
-188.027963,104,1750.330361
-245.794532,112,1753.349535
-171.504944,99,1756.023146
-275.778096,143,1759.843385
-182.235661,97,1762.468424
-259.506949,137,1766.150589
-157.876956,101,1770.306335
-204.575578,116,1773.469291
-219.388368,112,1776.510673
-161.444364,94,1779.051615
-186.431975,102,1781.8164
-201.642901,100,1784.514821
-173.864873,105,1787.350988
-225.342175,101,1790.088334
-190.796014,102,1792.848125
-205.119362,110,1795.823182
-205.73758,98,1798.462608
-177.6088,99,1801.127792
-261.813774,128,1804.549513
-162.164298,102,1807.307801
-178.526954,100,1809.996355
-176.665865,96,1812.583376
-208.171468,112,1815.590519
-248.996305,116,1818.707439
-213.432253,108,1821.619591
-187.989896,101,1825.777869
-342.149452,150,1829.517644
-223.175815,104,1832.145637
-230.882766,126,1835.294285
-187.973385,96,1837.722808
-191.869441,109,1840.478885
-250.962869,128,1843.72746
-303.494661,147,1847.409764
-195.963971,102,1849.982719
-225.604497,112,1852.804274
-193.594954,105,1855.444705
-290.736527,143,1859.017086
-190.551089,90,1861.291889
-233.769433,120,1864.283482
-184.912611,106,1866.95813
-276.535834,140,1870.451472
-238.739254,114,1873.316694
-322.360633,158,1878.688847
-285.966875,154,1882.560076
-207.160888,108,1885.309461
-203.191488,111,1888.143558
-189.134805,106,1890.836134
-227.45975,124,1893.968436
-162.287632,103,1896.587827
-294.773503,149,1900.332768
-195.815027,100,1902.900874
-304.258962,159,1906.924123
-188.421868,106,1909.632395
-310.491582,146,1913.334742
-204.688434,111,1916.185367
-316.89859,147,1919.886759
-165.883677,92,1922.245857
-239.978987,114,1925.147456
-286.973674,135,1928.568124
-274.066591,140,1933.521704
-286.664634,130,1936.81873
-308.17999,144,1940.455562
-221.454991,107,1943.195467
-252.238474,136,1946.634579
-292.030517,146,1950.327097
-189.424736,104,1952.981883
-242.682812,116,1955.934721
-209.378433,124,1959.097628
-190.078027,95,1961.551883
-292.854725,142,1965.13846
-218.10372,111,1967.984529
-236.302466,123,1971.135986
-208.641257,110,1973.950802
-236.349442,131,1977.306548
-250.133847,112,1980.164713
-178.41395,105,1982.85742
-313.563842,130,1987.555181
-319.672448,150,1991.289832
-187.594774,98,1993.763033
-249.605841,135,1997.140138
-188.013294,107,1999.841311
-195.566181,100,2002.418058
-197.794683,106,2005.233353
-232.51814,138,2008.865801
-332.159871,148,2012.752687
-194.985169,104,2015.517914
-295.21746,138,2019.152831
-223.644216,108,2022.004714
-289.827204,127,2025.348702
-172.895304,98,2027.957922
-285.760037,153,2031.985952
-187.538132,101,2034.673698
-276.151122,140,2038.364609
-292.62856,140,2043.334666
-208.553641,112,2046.198582
-202.421053,112,2049.071768
-302.381238,148,2052.831339
-239.768247,123,2055.973683
-222.406436,116,2058.948996
-191.252471,100,2061.51334
-397.609747,181,2066.09169
-334.938408,139,2069.624114
-282.594741,138,2073.125616
-234.823118,124,2076.275211
-233.910501,105,2078.982893
-270.570834,123,2082.112925
-251.207039,120,2085.175845
-198.975232,116,2088.163896
-200.56527,88,2090.41994
-170.293913,97,2094.311198
-218.666389,118,2097.279355
-219.017113,114,2100.15802
-216.091521,109,2102.906103
-323.517964,150,2106.642956
-206.302478,123,2109.744284
-266.402163,136,2113.134545
-295.729796,158,2117.081629
-316.58351,147,2120.763456
-198.577457,98,2123.236518
-229.667911,122,2126.306098
-347.805516,150,2130.043832
-207.707982,112,2132.864512
-196.832138,118,2135.833203
-209.369569,110,2138.612936
-336.521888,154,2142.459708
-214.698365,105,2145.110818
-197.200107,117,2149.519602
-309.945848,135,2152.929358
-201.626748,118,2155.931202
-238.088421,109,2158.705776
-220.096458,110,2161.500704
-176.156592,96,2163.954178
-272.536692,128,2167.201733
-305.74576,126,2170.391072
-253.089167,112,2173.243367
-197.222468,113,2176.10998
-190.732103,106,2178.815499
-201.023281,111,2181.632819
-221.02407,114,2184.547064
-278.357089,137,2188.005774
-185.389038,113,2190.892257
-177.694013,110,2193.69769
-193.20653,108,2196.446421
-245.452032,112,2200.717642
-220.85799,120,2203.745617
-232.941497,111,2206.549277
-226.972541,101,2209.12506
-199.916753,97,2211.574259
-227.15588,108,2214.312691
-233.007824,110,2217.097978
-218.21047,114,2220.001109
-205.54079,116,2222.928427
-216.284391,103,2225.553549
-218.089841,106,2228.241311
-140.744882,126,2231.439513
-221.019279,109,2234.21003
-168.809261,100,2236.744069
-211.642031,116,2239.787632
-172.841234,107,2242.634884
-164.5852,104,2245.410888
-200.588295,117,2248.54138
-212.188001,116,2251.628752
-241.332492,106,2255.883878
-185.004554,95,2258.436315
-183.39535,111,2261.419266
-201.817278,106,2264.266759
-300.502723,150,2268.252335
-177.738901,105,2271.070259
-208.787858,119,2274.278146
-204.963567,109,2277.192325
-183.972837,97,2279.812761
-179.097238,103,2282.579236
-333.548956,143,2286.389994
-212.79454,96,2288.973348
-212.168116,112,2291.975011
-287.247758,150,2295.975509
-239.738873,111,2298.949885
-211.856761,111,2301.932235
-156.8127,97,2304.539483
-216.673385,107,2307.418757
-77.370222,115,2311.962038
-162.201783,104,2314.750457
-243.247074,139,2318.496256
-282.123269,144,2322.317971
-191.83808,113,2325.346076
-97.96207,114,2328.411128
-198.231937,112,2331.399879
-207.881952,99,2334.059455
-187.07722,112,2337.048537
-167.575992,102,2339.789135
-221.251716,108,2342.672228
-302.305016,150,2346.644668
-296.285421,158,2350.826124
-205.833038,108,2353.708783
-229.251633,112,2356.702557
-248.35803,108,2359.599138
-222.08116,127,2363.004607
-219.513128,110,2367.368096
-235.950235,110,2370.283634
-202.3558,114,2373.307037
-191.458579,100,2375.958905
-217.119145,98,2378.550621
-201.509706,115,2381.603898
-183.948738,103,2384.343886
-197.491337,105,2387.131079
-267.808262,116,2390.219013
-200.970761,105,2393.000816
-171.078484,100,2395.659477
-236.700618,118,2398.79617
-243.426469,115,2401.843254
-202.169545,106,2404.660641
-210.538429,112,2407.626827
-280.091203,119,2410.815182
-179.414455,100,2413.472806
-179.118798,102,2416.179114
-289.175105,150,2420.121936
-325.704916,136,2425.156133
-222.967437,107,2428.010825
-100.206174,120,2431.207331
-206.163618,101,2433.88223
-149.025322,95,2436.405527
-212.382324,105,2439.202674
-192.728091,104,2441.963423
-193.917958,97,2444.551901
-224.525803,116,2447.624981
-172.457827,101,2450.310165
-214.536883,107,2453.163854
-105.218888,106,2456.005192
-179.364356,110,2458.928761
-180.330997,107,2461.798841
-197.384317,103,2464.555041
-186.855392,107,2467.410193
-166.695726,100,2470.077923
-196.204058,106,2472.893446
-225.496356,103,2475.627087
-201.96956,109,2479.937576
-175.822678,100,2482.593064
-174.631152,103,2485.32872
-210.413408,99,2487.956234
-163.297024,97,2490.532708
-202.852749,107,2493.376717
-163.84961,97,2495.958997
-209.452387,105,2498.757922
-235.360124,106,2501.599532
-180.606872,105,2504.391074
-219.361973,128,2507.757439
-182.47617,98,2510.363808
-215.734061,126,2513.676198
-230.928301,132,2517.146988
-217.159977,104,2519.915767
-180.896062,94,2522.426893
-169.571477,104,2525.188315
-168.227799,100,2527.841411
-208.833233,118,2530.987835
-245.265523,143,2536.177391
-184.949944,98,2538.778819
-198.748637,95,2541.329407
-269.878307,135,2544.882842
-114.416194,108,2547.769058
-203.162437,107,2550.612313
-257.496949,135,2554.158234
-189.695426,110,2557.072378
-211.502287,113,2560.067528
-174.627742,106,2562.88783
-203.540444,105,2565.691749
-165.775627,94,2568.193097
-98.184119,112,2571.085078
-181.073646,102,2573.661048
-238.844111,140,2577.164799
-164.162334,97,2579.610675
-171.657899,91,2581.929681
-224.751061,116,2584.862606
-172.999369,100,2587.387374
-222.161163,103,2591.395763
-217.79985,125,2594.534811
-191.156574,95,2596.944819
-176.317567,108,2599.675979
-181.201197,95,2602.096061
-181.776429,95,2604.499261
-157.56987,94,2606.876096
-145.874621,90,2609.15135
-210.1953,95,2611.56635
-157.989897,100,2614.094141
-191.778924,108,2616.840227
-172.5473,91,2619.141652
-192.198383,91,2621.448932
-142.783695,90,2623.725557
-228.38664,103,2626.352215
-183.045687,96,2628.810051
-173.790018,90,2631.114965
-204.240016,97,2633.600996
-178.221669,97,2636.081823
